,شماره سوره,شماره آیه,cluster,نام سوره
5866,83,19,2,مطففین
5867,83,20,2,مطففین
5868,83,21,1,مطففین
5869,83,22,1,مطففین
5870,83,23,0,مطففین
5871,83,24,1,مطففین
5872,83,25,0,مطففین
5873,83,26,0,مطففین
5874,83,27,0,مطففین
5875,83,28,0,مطففین
5876,83,29,1,مطففین
5877,83,30,0,مطففین
5878,83,31,3,مطففین
5879,83,32,3,مطففین
5880,83,33,3,مطففین
5881,83,34,1,مطففین
5882,83,35,0,مطففین
5883,83,36,1,مطففین
5884,84,1,0,انشقاق
5885,84,2,3,انشقاق
5886,84,3,0,انشقاق
5887,84,4,0,انشقاق
5888,84,5,3,انشقاق
5889,84,6,2,انشقاق
5890,84,7,3,انشقاق
5891,84,8,1,انشقاق
5892,84,9,3,انشقاق
5893,84,10,3,انشقاق
5894,84,11,3,انشقاق
5895,84,12,1,انشقاق
5896,84,13,3,انشقاق
5897,84,14,3,انشقاق
5898,84,15,2,انشقاق
5899,84,16,3,انشقاق
5900,84,17,0,انشقاق
5901,84,18,0,انشقاق
5902,84,19,0,انشقاق
5903,84,20,1,انشقاق
5904,84,21,2,انشقاق
5905,84,22,3,انشقاق
5906,84,23,1,انشقاق
5907,84,24,3,انشقاق
5908,84,25,1,انشقاق
5909,85,1,0,بروج
5910,85,2,3,بروج
5911,85,3,3,بروج
5912,85,4,1,بروج
5913,85,5,0,بروج
5914,85,6,3,بروج
5915,85,7,1,بروج
5916,85,8,2,بروج
5917,85,9,2,بروج
5918,85,10,1,بروج
5919,85,11,1,بروج
5920,85,12,1,بروج
5921,85,13,2,بروج
5922,85,14,2,بروج
5923,85,15,2,بروج
5924,85,16,1,بروج
5925,85,17,3,بروج
5926,85,18,3,بروج
5927,85,19,1,بروج
5928,85,20,0,بروج
5929,85,21,2,بروج
5930,85,22,0,بروج
5931,86,1,0,طارق
5932,86,2,2,طارق
5933,86,3,3,طارق
5934,86,4,2,طارق
5935,86,5,2,طارق
5936,86,6,0,طارق
5937,86,7,2,طارق
5938,86,8,2,طارق
5939,86,9,0,طارق
5940,86,10,0,طارق
5941,86,11,0,طارق
5942,86,12,0,طارق
5943,86,13,3,طارق
5944,86,14,2,طارق
5945,86,15,3,طارق
5946,86,16,3,طارق
5947,86,17,0,طارق
5948,87,1,2,اعلی
5949,87,2,0,اعلی
5950,87,3,2,اعلی
5951,87,4,0,اعلی
5952,87,5,0,اعلی
5953,87,6,1,اعلی
5954,87,7,2,اعلی
5955,87,8,0,اعلی
5956,87,9,2,اعلی
5957,87,10,2,اعلی
5958,87,11,0,اعلی
5959,87,12,0,اعلی
5960,87,13,1,اعلی
5961,87,14,1,اعلی
5962,87,15,2,اعلی
5963,87,16,1,اعلی
5964,87,17,1,اعلی
5965,87,18,3,اعلی
5966,87,19,3,اعلی
5967,88,1,3,غاشیه
5968,88,2,0,غاشیه
5969,88,3,0,غاشیه
5970,88,4,0,غاشیه
5971,88,5,0,غاشیه
5972,88,6,1,غاشیه
5973,88,7,1,غاشیه
5974,88,8,1,غاشیه
5975,88,9,1,غاشیه
5976,88,10,0,غاشیه
5977,88,11,3,غاشیه
5978,88,12,0,غاشیه
5979,88,13,0,غاشیه
5980,88,14,0,غاشیه
5981,88,15,0,غاشیه
5982,88,16,0,غاشیه
5983,88,17,3,غاشیه
5984,88,18,0,غاشیه
5985,88,19,0,غاشیه
5986,88,20,2,غاشیه
5987,88,21,2,غاشیه
5988,88,22,1,غاشیه
5989,88,23,3,غاشیه
5990,88,24,1,غاشیه
5991,88,25,3,غاشیه
5992,88,26,1,غاشیه
5993,89,1,0,فجر
5994,89,2,0,فجر
5995,89,3,0,فجر
5996,89,4,0,فجر
5997,89,5,0,فجر
5998,89,6,3,فجر
5999,89,7,0,فجر
6000,89,8,0,فجر
6001,89,9,3,فجر
6002,89,10,3,فجر
6003,89,11,1,فجر
6004,89,12,1,فجر
6005,89,13,3,فجر
6006,89,14,2,فجر
6007,89,15,0,فجر
6008,89,16,0,فجر
6009,89,17,3,فجر
6010,89,18,0,فجر
6011,89,19,0,فجر
6012,89,20,1,فجر
6013,89,21,0,فجر
6014,89,22,2,فجر
6015,89,23,2,فجر
6016,89,24,3,فجر
6017,89,25,1,فجر
6018,89,26,0,فجر
6019,89,27,0,فجر
6020,89,28,0,فجر
6021,89,29,0,فجر
6022,89,30,0,فجر
6023,90,1,3,بلد
6024,90,2,2,بلد
6025,90,3,1,بلد
6026,90,4,2,بلد
6027,90,5,1,بلد
6028,90,6,3,بلد
6029,90,7,3,بلد
6030,90,8,0,بلد
6031,90,9,3,بلد
6032,90,10,3,بلد
6033,90,11,1,بلد
6034,90,12,2,بلد
6035,90,13,1,بلد
6036,90,14,0,بلد
6037,90,15,0,بلد
6038,90,16,0,بلد
6039,90,17,1,بلد
6040,90,18,1,بلد
6041,90,19,1,بلد
6042,90,20,1,بلد
6043,91,1,0,شمس
6044,91,2,0,شمس
6045,91,3,0,شمس
6046,91,4,0,شمس
6047,91,5,0,شمس
6048,91,6,2,شمس
6049,91,7,2,شمس
6050,91,8,1,شمس
6051,91,9,2,شمس
6052,91,10,3,شمس
6053,91,11,3,شمس
6054,91,12,3,شمس
6055,91,13,3,شمس
6056,91,14,3,شمس
6057,91,15,1,شمس
6058,92,1,0,لیل
6059,92,2,0,لیل
6060,92,3,2,لیل
6061,92,4,1,لیل
6062,92,5,0,لیل
6063,92,6,1,لیل
6064,92,7,0,لیل
6065,92,8,1,لیل
6066,92,9,3,لیل
6067,92,10,0,لیل
6068,92,11,1,لیل
6069,92,12,3,لیل
6070,92,13,1,لیل
6071,92,14,3,لیل
6072,92,15,0,لیل
6073,92,16,3,لیل
6074,92,17,3,لیل
6075,92,18,2,لیل
6076,92,19,2,لیل
6077,92,20,2,لیل
6078,92,21,1,لیل
6079,93,1,0,ضحی
6080,93,2,0,ضحی
6081,93,3,2,ضحی
6082,93,4,1,ضحی
6083,93,5,2,ضحی
6084,93,6,0,ضحی
6085,93,7,3,ضحی
6086,93,8,3,ضحی
6087,93,9,1,ضحی
6088,93,10,1,ضحی
6089,93,11,3,ضحی
6090,94,1,3,شرح
6091,94,2,2,شرح
6092,94,3,0,شرح
6093,94,4,3,شرح
6094,94,5,2,شرح
6095,94,6,2,شرح
6096,94,7,0,شرح
6097,94,8,2,شرح
6098,95,1,0,تین
6099,95,2,3,تین
6100,95,3,2,تین
6101,95,4,2,تین
6102,95,5,3,تین
6103,95,6,1,تین
6104,95,7,2,تین
6105,95,8,1,تین
6106,96,1,2,علق
6107,96,2,0,علق
6108,96,3,2,علق
6109,96,4,2,علق
6110,96,5,2,علق
6111,96,6,3,علق
6112,96,7,3,علق
6113,96,8,2,علق
6114,96,9,2,علق
6115,96,10,2,علق
6116,96,11,3,علق
6117,96,12,1,علق
6118,96,13,3,علق
6119,96,14,1,علق
6120,96,15,3,علق
6121,96,16,3,علق
6122,96,17,3,علق
6123,96,18,3,علق
6124,96,19,2,علق
6125,97,1,0,قدر
6126,97,2,0,قدر
6127,97,3,0,قدر
6128,97,4,0,قدر
6129,97,5,0,قدر
6130,98,1,3,بینه
6131,98,2,1,بینه
6132,98,3,1,بینه
6133,98,4,3,بینه
6134,98,5,2,بینه
6135,98,6,1,بینه
6136,98,7,1,بینه
6137,98,8,1,بینه
6138,99,1,0,زلزله
6139,99,2,0,زلزله
6140,99,3,3,زلزله
6141,99,4,1,زلزله
6142,99,5,2,زلزله
6143,99,6,1,زلزله
6144,99,7,1,زلزله
6145,99,8,2,زلزله
6146,100,1,0,عادیات
6147,100,2,0,عادیات
6148,100,3,0,عادیات
6149,100,4,3,عادیات
6150,100,5,3,عادیات
6151,100,6,2,عادیات
6152,100,7,2,عادیات
6153,100,8,1,عادیات
6154,100,9,2,عادیات
6155,100,10,2,عادیات
6156,100,11,1,عادیات
6157,101,1,3,قارعه
6158,101,2,3,قارعه
6159,101,3,3,قارعه
6160,101,4,2,قارعه
6161,101,5,0,قارعه
6162,101,6,1,قارعه
6163,101,7,2,قارعه
6164,101,8,1,قارعه
6165,101,9,3,قارعه
6166,101,10,2,قارعه
6167,101,11,1,قارعه
6168,102,1,0,تکاثر
6169,102,2,3,تکاثر
6170,102,3,2,تکاثر
6171,102,4,1,تکاثر
6172,102,5,3,تکاثر
6173,102,6,3,تکاثر
6174,102,7,3,تکاثر
6175,102,8,1,تکاثر
6176,103,1,0,عصر
6177,103,2,3,عصر
6178,103,3,1,عصر
6179,104,1,2,همزه
6180,104,2,2,همزه
6181,104,3,1,همزه
6182,104,4,2,همزه
6183,104,5,2,همزه
6184,104,6,1,همزه
6185,104,7,0,همزه
6186,104,8,3,همزه
6187,104,9,0,همزه
6188,105,1,3,فیل
6189,105,2,1,فیل
6190,105,3,3,فیل
6191,105,4,0,فیل
6192,105,5,0,فیل
6193,106,1,0,قریش
6194,106,2,0,قریش
6195,106,3,2,قریش
6196,106,4,0,قریش
6197,107,1,2,ماعون
6198,107,2,1,ماعون
6199,107,3,0,ماعون
6200,107,4,3,ماعون
6201,107,5,1,ماعون
6202,107,6,1,ماعون
6203,107,7,0,ماعون
6204,108,1,3,کوثر
6205,108,2,1,کوثر
6206,108,3,2,کوثر
6207,109,1,3,کافرون
6208,109,2,2,کافرون
6209,109,3,2,کافرون
6210,109,4,2,کافرون
6211,109,5,2,کافرون
6212,109,6,2,کافرون
6213,110,1,3,نصر
6214,110,2,2,نصر
6215,110,3,2,نصر
6216,111,1,3,مسد
6217,111,2,1,مسد
6218,111,3,0,مسد
6219,111,4,3,مسد
6220,111,5,1,مسد
6221,112,1,2,اخلاص
6222,112,2,1,اخلاص
6223,112,3,3,اخلاص
6224,112,4,0,اخلاص
6225,113,1,2,فلق
6226,113,2,0,فلق
6227,113,3,0,فلق
6228,113,4,0,فلق
6229,113,5,0,فلق
6230,114,1,2,ناس
6231,114,2,2,ناس
6232,114,3,2,ناس
6233,114,4,0,ناس
6234,114,5,2,ناس
6235,114,6,0,ناس
