,شماره سوره,شماره آیه,cluster,نام سوره
0,1,1,2,فاتحه
1,1,2,2,فاتحه
2,1,3,2,فاتحه
3,1,4,2,فاتحه
4,1,5,3,فاتحه
5,1,6,2,فاتحه
6,1,7,3,فاتحه
7,2,1,2,بقره
8,2,2,1,بقره
9,2,3,1,بقره
10,2,4,1,بقره
11,2,5,1,بقره
12,2,6,3,بقره
13,2,7,1,بقره
14,2,8,1,بقره
15,2,9,1,بقره
16,2,10,1,بقره
17,2,11,3,بقره
18,2,12,3,بقره
19,2,13,3,بقره
20,2,14,3,بقره
21,2,15,1,بقره
22,2,16,1,بقره
23,2,17,0,بقره
24,2,18,3,بقره
25,2,19,0,بقره
26,2,20,0,بقره
27,2,21,2,بقره
28,2,22,0,بقره
29,2,23,2,بقره
30,2,24,1,بقره
31,2,25,1,بقره
32,2,26,1,بقره
33,2,27,1,بقره
34,2,28,2,بقره
35,2,29,2,بقره
36,2,30,2,بقره
37,2,31,2,بقره
38,2,32,2,بقره
39,2,33,2,بقره
40,2,34,3,بقره
41,2,35,0,بقره
42,2,36,1,بقره
43,2,37,2,بقره
44,2,38,1,بقره
45,2,39,1,بقره
46,2,40,3,بقره
47,2,41,1,بقره
48,2,42,2,بقره
49,2,43,1,بقره
50,2,44,2,بقره
51,2,45,1,بقره
52,2,46,3,بقره
53,2,47,2,بقره
54,2,48,1,بقره
55,2,49,3,بقره
56,2,50,3,بقره
57,2,51,3,بقره
58,2,52,1,بقره
59,2,53,2,بقره
60,2,54,2,بقره
61,2,55,3,بقره
62,2,56,2,بقره
63,2,57,2,بقره
64,2,58,3,بقره
65,2,59,1,بقره
66,2,60,0,بقره
67,2,61,2,بقره
68,2,62,1,بقره
69,2,63,3,بقره
70,2,64,1,بقره
71,2,65,1,بقره
72,2,66,2,بقره
73,2,67,3,بقره
74,2,68,3,بقره
75,2,69,3,بقره
76,2,70,2,بقره
77,2,71,3,بقره
78,2,72,1,بقره
79,2,73,0,بقره
80,2,74,0,بقره
81,2,75,3,بقره
82,2,76,3,بقره
83,2,77,2,بقره
84,2,78,3,بقره
85,2,79,1,بقره
86,2,80,1,بقره
87,2,81,1,بقره
88,2,82,1,بقره
89,2,83,1,بقره
90,2,84,3,بقره
91,2,85,1,بقره
92,2,86,1,بقره
93,2,87,3,بقره
94,2,88,3,بقره
95,2,89,3,بقره
96,2,90,1,بقره
97,2,91,3,بقره
98,2,92,3,بقره
99,2,93,3,بقره
100,2,94,1,بقره
101,2,95,1,بقره
102,2,96,1,بقره
103,2,97,2,بقره
104,2,98,1,بقره
105,2,99,3,بقره
106,2,100,3,بقره
107,2,101,3,بقره
108,2,102,2,بقره
109,2,103,1,بقره
110,2,104,3,بقره
111,2,105,1,بقره
112,2,106,0,بقره
113,2,107,2,بقره
114,2,108,3,بقره
115,2,109,1,بقره
116,2,110,1,بقره
117,2,111,3,بقره
118,2,112,2,بقره
119,2,113,1,بقره
120,2,114,1,بقره
121,2,115,2,بقره
122,2,116,2,بقره
123,2,117,2,بقره
124,2,118,3,بقره
125,2,119,3,بقره
126,2,120,1,بقره
127,2,121,1,بقره
128,2,122,2,بقره
129,2,123,1,بقره
130,2,124,3,بقره
131,2,125,2,بقره
132,2,126,3,بقره
133,2,127,2,بقره
134,2,128,2,بقره
135,2,129,2,بقره
136,2,130,2,بقره
137,2,131,2,بقره
138,2,132,2,بقره
139,2,133,2,بقره
140,2,134,2,بقره
141,2,135,2,بقره
142,2,136,2,بقره
143,2,137,2,بقره
144,2,138,1,بقره
145,2,139,2,بقره
146,2,140,2,بقره
147,2,141,2,بقره
148,2,142,2,بقره
149,2,143,1,بقره
150,2,144,1,بقره
151,2,145,3,بقره
152,2,146,1,بقره
153,2,147,2,بقره
154,2,148,2,بقره
155,2,149,1,بقره
156,2,150,1,بقره
157,2,151,2,بقره
158,2,152,2,بقره
159,2,153,1,بقره
160,2,154,1,بقره
161,2,155,1,بقره
162,2,156,2,بقره
163,2,157,1,بقره
164,2,158,0,بقره
165,2,159,1,بقره
166,2,160,1,بقره
167,2,161,1,بقره
168,2,162,1,بقره
169,2,163,2,بقره
170,2,164,0,بقره
171,2,165,1,بقره
172,2,166,3,بقره
173,2,167,1,بقره
174,2,168,2,بقره
175,2,169,1,بقره
176,2,170,3,بقره
177,2,171,3,بقره
178,2,172,2,بقره
179,2,173,1,بقره
180,2,174,1,بقره
181,2,175,1,بقره
182,2,176,3,بقره
183,2,177,1,بقره
184,2,178,1,بقره
185,2,179,2,بقره
186,2,180,1,بقره
187,2,181,1,بقره
188,2,182,1,بقره
189,2,183,1,بقره
190,2,184,0,بقره
191,2,185,0,بقره
192,2,186,3,بقره
193,2,187,0,بقره
194,2,188,1,بقره
195,2,189,0,بقره
196,2,190,1,بقره
197,2,191,1,بقره
198,2,192,1,بقره
199,2,193,1,بقره
200,2,194,1,بقره
201,2,195,1,بقره
202,2,196,0,بقره
203,2,197,1,بقره
204,2,198,2,بقره
205,2,199,1,بقره
206,2,200,2,بقره
207,2,201,1,بقره
208,2,202,1,بقره
209,2,203,1,بقره
210,2,204,2,بقره
211,2,205,1,بقره
212,2,206,1,بقره
213,2,207,1,بقره
214,2,208,1,بقره
215,2,209,2,بقره
216,2,210,2,بقره
217,2,211,3,بقره
218,2,212,1,بقره
219,2,213,2,بقره
220,2,214,3,بقره
221,2,215,1,بقره
222,2,216,1,بقره
223,2,217,1,بقره
224,2,218,1,بقره
225,2,219,1,بقره
226,2,220,1,بقره
227,2,221,1,بقره
228,2,222,1,بقره
229,2,223,1,بقره
230,2,224,2,بقره
231,2,225,1,بقره
232,2,226,1,بقره
233,2,227,2,بقره
234,2,228,1,بقره
235,2,229,1,بقره
236,2,230,1,بقره
237,2,231,1,بقره
238,2,232,1,بقره
239,2,233,1,بقره
240,2,234,1,بقره
241,2,235,1,بقره
242,2,236,0,بقره
243,2,237,2,بقره
244,2,238,1,بقره
245,2,239,3,بقره
246,2,240,1,بقره
247,2,241,1,بقره
248,2,242,2,بقره
249,2,243,1,بقره
250,2,244,1,بقره
251,2,245,1,بقره
252,2,246,3,بقره
253,2,247,2,بقره
254,2,248,3,بقره
255,2,249,3,بقره
256,2,250,3,بقره
257,2,251,2,بقره
258,2,252,3,بقره
259,2,253,2,بقره
260,2,254,1,بقره
261,2,255,2,بقره
262,2,256,2,بقره
263,2,257,1,بقره
264,2,258,2,بقره
265,2,259,0,بقره
266,2,260,2,بقره
267,2,261,1,بقره
268,2,262,1,بقره
269,2,263,1,بقره
270,2,264,1,بقره
271,2,265,1,بقره
272,2,266,0,بقره
273,2,267,1,بقره
274,2,268,1,بقره
275,2,269,2,بقره
276,2,270,1,بقره
277,2,271,1,بقره
278,2,272,1,بقره
279,2,273,1,بقره
280,2,274,1,بقره
281,2,275,1,بقره
282,2,276,1,بقره
283,2,277,1,بقره
284,2,278,1,بقره
285,2,279,1,بقره
286,2,280,2,بقره
287,2,281,1,بقره
288,2,282,2,بقره
289,2,283,1,بقره
290,2,284,2,بقره
291,2,285,1,بقره
292,2,286,2,بقره
293,3,1,2,آل عمران
294,3,2,2,آل عمران
295,3,3,2,آل عمران
296,3,4,1,آل عمران
297,3,5,2,آل عمران
298,3,6,2,آل عمران
299,3,7,2,آل عمران
300,3,8,2,آل عمران
301,3,9,1,آل عمران
302,3,10,1,آل عمران
303,3,11,3,آل عمران
304,3,12,1,آل عمران
305,3,13,0,آل عمران
306,3,14,1,آل عمران
307,3,15,1,آل عمران
308,3,16,1,آل عمران
309,3,17,1,آل عمران
310,3,18,2,آل عمران
311,3,19,1,آل عمران
312,3,20,2,آل عمران
313,3,21,1,آل عمران
314,3,22,1,آل عمران
315,3,23,1,آل عمران
316,3,24,1,آل عمران
317,3,25,2,آل عمران
318,3,26,2,آل عمران
319,3,27,0,آل عمران
320,3,28,1,آل عمران
321,3,29,2,آل عمران
322,3,30,1,آل عمران
323,3,31,1,آل عمران
324,3,32,1,آل عمران
325,3,33,2,آل عمران
326,3,34,2,آل عمران
327,3,35,2,آل عمران
328,3,36,2,آل عمران
329,3,37,2,آل عمران
330,3,38,2,آل عمران
331,3,39,2,آل عمران
332,3,40,2,آل عمران
333,3,41,2,آل عمران
334,3,42,2,آل عمران
335,3,43,2,آل عمران
336,3,44,2,آل عمران
337,3,45,2,آل عمران
338,3,46,2,آل عمران
339,3,47,2,آل عمران
340,3,48,2,آل عمران
341,3,49,2,آل عمران
342,3,50,2,آل عمران
343,3,51,2,آل عمران
344,3,52,3,آل عمران
345,3,53,2,آل عمران
346,3,54,1,آل عمران
347,3,55,3,آل عمران
348,3,56,1,آل عمران
349,3,57,1,آل عمران
350,3,58,2,آل عمران
351,3,59,2,آل عمران
352,3,60,2,آل عمران
353,3,61,3,آل عمران
354,3,62,2,آل عمران
355,3,63,1,آل عمران
356,3,64,2,آل عمران
357,3,65,2,آل عمران
358,3,66,2,آل عمران
359,3,67,3,آل عمران
360,3,68,1,آل عمران
361,3,69,3,آل عمران
362,3,70,3,آل عمران
363,3,71,2,آل عمران
364,3,72,2,آل عمران
365,3,73,2,آل عمران
366,3,74,1,آل عمران
367,3,75,1,آل عمران
368,3,76,1,آل عمران
369,3,77,1,آل عمران
370,3,78,1,آل عمران
371,3,79,2,آل عمران
372,3,80,1,آل عمران
373,3,81,3,آل عمران
374,3,82,1,آل عمران
375,3,83,2,آل عمران
376,3,84,2,آل عمران
377,3,85,1,آل عمران
378,3,86,3,آل عمران
379,3,87,1,آل عمران
380,3,88,1,آل عمران
381,3,89,1,آل عمران
382,3,90,1,آل عمران
383,3,91,1,آل عمران
384,3,92,2,آل عمران
385,3,93,3,آل عمران
386,3,94,1,آل عمران
387,3,95,3,آل عمران
388,3,96,2,آل عمران
389,3,97,2,آل عمران
390,3,98,2,آل عمران
391,3,99,1,آل عمران
392,3,100,1,آل عمران
393,3,101,3,آل عمران
394,3,102,1,آل عمران
395,3,103,1,آل عمران
396,3,104,1,آل عمران
397,3,105,1,آل عمران
398,3,106,1,آل عمران
399,3,107,1,آل عمران
400,3,108,3,آل عمران
401,3,109,2,آل عمران
402,3,110,1,آل عمران
403,3,111,1,آل عمران
404,3,112,1,آل عمران
405,3,113,2,آل عمران
406,3,114,1,آل عمران
407,3,115,1,آل عمران
408,3,116,1,آل عمران
409,3,117,1,آل عمران
410,3,118,1,آل عمران
411,3,119,3,آل عمران
412,3,120,1,آل عمران
413,3,121,2,آل عمران
414,3,122,1,آل عمران
415,3,123,1,آل عمران
416,3,124,2,آل عمران
417,3,125,2,آل عمران
418,3,126,2,آل عمران
419,3,127,1,آل عمران
420,3,128,1,آل عمران
421,3,129,2,آل عمران
422,3,130,1,آل عمران
423,3,131,1,آل عمران
424,3,132,1,آل عمران
425,3,133,1,آل عمران
426,3,134,1,آل عمران
427,3,135,1,آل عمران
428,3,136,1,آل عمران
429,3,137,3,آل عمران
430,3,138,2,آل عمران
431,3,139,1,آل عمران
432,3,140,1,آل عمران
433,3,141,1,آل عمران
434,3,142,1,آل عمران
435,3,143,3,آل عمران
436,3,144,1,آل عمران
437,3,145,1,آل عمران
438,3,146,1,آل عمران
439,3,147,3,آل عمران
440,3,148,1,آل عمران
441,3,149,1,آل عمران
442,3,150,1,آل عمران
443,3,151,1,آل عمران
444,3,152,1,آل عمران
445,3,153,2,آل عمران
446,3,154,3,آل عمران
447,3,155,1,آل عمران
448,3,156,1,آل عمران
449,3,157,1,آل عمران
450,3,158,1,آل عمران
451,3,159,1,آل عمران
452,3,160,1,آل عمران
453,3,161,1,آل عمران
454,3,162,1,آل عمران
455,3,163,1,آل عمران
456,3,164,2,آل عمران
457,3,165,2,آل عمران
458,3,166,2,آل عمران
459,3,167,1,آل عمران
460,3,168,3,آل عمران
461,3,169,1,آل عمران
462,3,170,1,آل عمران
463,3,171,1,آل عمران
464,3,172,1,آل عمران
465,3,173,1,آل عمران
466,3,174,1,آل عمران
467,3,175,1,آل عمران
468,3,176,1,آل عمران
469,3,177,1,آل عمران
470,3,178,1,آل عمران
471,3,179,1,آل عمران
472,3,180,1,آل عمران
473,3,181,3,آل عمران
474,3,182,1,آل عمران
475,3,183,3,آل عمران
476,3,184,3,آل عمران
477,3,185,1,آل عمران
478,3,186,1,آل عمران
479,3,187,1,آل عمران
480,3,188,1,آل عمران
481,3,189,2,آل عمران
482,3,190,2,آل عمران
483,3,191,2,آل عمران
484,3,192,1,آل عمران
485,3,193,1,آل عمران
486,3,194,1,آل عمران
487,3,195,1,آل عمران
488,3,196,1,آل عمران
489,3,197,1,آل عمران
490,3,198,1,آل عمران
491,3,199,1,آل عمران
492,3,200,1,آل عمران
493,4,1,2,نساء
494,4,2,1,نساء
495,4,3,2,نساء
496,4,4,1,نساء
497,4,5,1,نساء
498,4,6,1,نساء
499,4,7,2,نساء
500,4,8,1,نساء
501,4,9,1,نساء
502,4,10,1,نساء
503,4,11,2,نساء
504,4,12,2,نساء
505,4,13,1,نساء
506,4,14,1,نساء
507,4,15,0,نساء
508,4,16,1,نساء
509,4,17,1,نساء
510,4,18,1,نساء
511,4,19,1,نساء
512,4,20,1,نساء
513,4,21,3,نساء
514,4,22,1,نساء
515,4,23,0,نساء
516,4,24,1,نساء
517,4,25,1,نساء
518,4,26,2,نساء
519,4,27,1,نساء
520,4,28,1,نساء
521,4,29,1,نساء
522,4,30,1,نساء
523,4,31,1,نساء
524,4,32,1,نساء
525,4,33,2,نساء
526,4,34,1,نساء
527,4,35,1,نساء
528,4,36,1,نساء
529,4,37,1,نساء
530,4,38,1,نساء
531,4,39,1,نساء
532,4,40,1,نساء
533,4,41,3,نساء
534,4,42,1,نساء
535,4,43,1,نساء
536,4,44,1,نساء
537,4,45,1,نساء
538,4,46,3,نساء
539,4,47,3,نساء
540,4,48,1,نساء
541,4,49,1,نساء
542,4,50,3,نساء
543,4,51,3,نساء
544,4,52,1,نساء
545,4,53,1,نساء
546,4,54,2,نساء
547,4,55,1,نساء
548,4,56,1,نساء
549,4,57,1,نساء
550,4,58,1,نساء
551,4,59,1,نساء
552,4,60,1,نساء
553,4,61,1,نساء
554,4,62,3,نساء
555,4,63,1,نساء
556,4,64,1,نساء
557,4,65,1,نساء
558,4,66,1,نساء
559,4,67,1,نساء
560,4,68,2,نساء
561,4,69,1,نساء
562,4,70,1,نساء
563,4,71,1,نساء
564,4,72,3,نساء
565,4,73,1,نساء
566,4,74,1,نساء
567,4,75,1,نساء
568,4,76,1,نساء
569,4,77,1,نساء
570,4,78,2,نساء
571,4,79,2,نساء
572,4,80,3,نساء
573,4,81,2,نساء
574,4,82,1,نساء
575,4,83,1,نساء
576,4,84,1,نساء
577,4,85,2,نساء
578,4,86,1,نساء
579,4,87,2,نساء
580,4,88,1,نساء
581,4,89,1,نساء
582,4,90,1,نساء
583,4,91,3,نساء
584,4,92,1,نساء
585,4,93,1,نساء
586,4,94,1,نساء
587,4,95,1,نساء
588,4,96,1,نساء
589,4,97,1,نساء
590,4,98,1,نساء
591,4,99,1,نساء
592,4,100,1,نساء
593,4,101,1,نساء
594,4,102,1,نساء
595,4,103,0,نساء
596,4,104,1,نساء
597,4,105,2,نساء
598,4,106,1,نساء
599,4,107,1,نساء
600,4,108,2,نساء
601,4,109,1,نساء
602,4,110,1,نساء
603,4,111,1,نساء
604,4,112,1,نساء
605,4,113,1,نساء
606,4,114,1,نساء
607,4,115,1,نساء
608,4,116,1,نساء
609,4,117,2,نساء
610,4,118,1,نساء
611,4,119,3,نساء
612,4,120,3,نساء
613,4,121,1,نساء
614,4,122,1,نساء
615,4,123,1,نساء
616,4,124,1,نساء
617,4,125,2,نساء
618,4,126,2,نساء
619,4,127,1,نساء
620,4,128,1,نساء
621,4,129,1,نساء
622,4,130,1,نساء
623,4,131,2,نساء
624,4,132,2,نساء
625,4,133,1,نساء
626,4,134,1,نساء
627,4,135,1,نساء
628,4,136,1,نساء
629,4,137,1,نساء
630,4,138,1,نساء
631,4,139,1,نساء
632,4,140,3,نساء
633,4,141,1,نساء
634,4,142,1,نساء
635,4,143,1,نساء
636,4,144,1,نساء
637,4,145,1,نساء
638,4,146,1,نساء
639,4,147,1,نساء
640,4,148,1,نساء
641,4,149,1,نساء
642,4,150,1,نساء
643,4,151,1,نساء
644,4,152,1,نساء
645,4,153,3,نساء
646,4,154,3,نساء
647,4,155,3,نساء
648,4,156,1,نساء
649,4,157,3,نساء
650,4,158,1,نساء
651,4,159,3,نساء
652,4,160,1,نساء
653,4,161,1,نساء
654,4,162,1,نساء
655,4,163,2,نساء
656,4,164,3,نساء
657,4,165,1,نساء
658,4,166,2,نساء
659,4,167,1,نساء
660,4,168,1,نساء
661,4,169,1,نساء
662,4,170,2,نساء
663,4,171,2,نساء
664,4,172,2,نساء
665,4,173,1,نساء
666,4,174,2,نساء
667,4,175,1,نساء
668,4,176,2,نساء
669,5,1,1,مائده
670,5,2,1,مائده
671,5,3,1,مائده
672,5,4,2,مائده
673,5,5,1,مائده
674,5,6,0,مائده
675,5,7,1,مائده
676,5,8,1,مائده
677,5,9,1,مائده
678,5,10,1,مائده
679,5,11,1,مائده
680,5,12,1,مائده
681,5,13,3,مائده
682,5,14,1,مائده
683,5,15,2,مائده
684,5,16,2,مائده
685,5,17,2,مائده
686,5,18,2,مائده
687,5,19,2,مائده
688,5,20,3,مائده
689,5,21,1,مائده
690,5,22,3,مائده
691,5,23,3,مائده
692,5,24,1,مائده
693,5,25,3,مائده
694,5,26,3,مائده
695,5,27,3,مائده
696,5,28,2,مائده
697,5,29,1,مائده
698,5,30,3,مائده
699,5,31,0,مائده
700,5,32,2,مائده
701,5,33,1,مائده
702,5,34,1,مائده
703,5,35,1,مائده
704,5,36,1,مائده
705,5,37,1,مائده
706,5,38,1,مائده
707,5,39,1,مائده
708,5,40,2,مائده
709,5,41,1,مائده
710,5,42,1,مائده
711,5,43,1,مائده
712,5,44,1,مائده
713,5,45,1,مائده
714,5,46,2,مائده
715,5,47,1,مائده
716,5,48,2,مائده
717,5,49,1,مائده
718,5,50,1,مائده
719,5,51,1,مائده
720,5,52,1,مائده
721,5,53,1,مائده
722,5,54,1,مائده
723,5,55,1,مائده
724,5,56,1,مائده
725,5,57,1,مائده
726,5,58,3,مائده
727,5,59,3,مائده
728,5,60,1,مائده
729,5,61,3,مائده
730,5,62,1,مائده
731,5,63,1,مائده
732,5,64,1,مائده
733,5,65,1,مائده
734,5,66,1,مائده
735,5,67,1,مائده
736,5,68,2,مائده
737,5,69,1,مائده
738,5,70,3,مائده
739,5,71,1,مائده
740,5,72,3,مائده
741,5,73,3,مائده
742,5,74,1,مائده
743,5,75,3,مائده
744,5,76,2,مائده
745,5,77,3,مائده
746,5,78,3,مائده
747,5,79,1,مائده
748,5,80,1,مائده
749,5,81,1,مائده
750,5,82,1,مائده
751,5,83,3,مائده
752,5,84,3,مائده
753,5,85,1,مائده
754,5,86,1,مائده
755,5,87,1,مائده
756,5,88,2,مائده
757,5,89,0,مائده
758,5,90,1,مائده
759,5,91,1,مائده
760,5,92,1,مائده
761,5,93,1,مائده
762,5,94,1,مائده
763,5,95,1,مائده
764,5,96,0,مائده
765,5,97,2,مائده
766,5,98,1,مائده
767,5,99,2,مائده
768,5,100,1,مائده
769,5,101,1,مائده
770,5,102,3,مائده
771,5,103,3,مائده
772,5,104,3,مائده
773,5,105,1,مائده
774,5,106,1,مائده
775,5,107,1,مائده
776,5,108,1,مائده
777,5,109,2,مائده
778,5,110,2,مائده
779,5,111,3,مائده
780,5,112,3,مائده
781,5,113,3,مائده
782,5,114,2,مائده
783,5,115,1,مائده
784,5,116,2,مائده
785,5,117,2,مائده
786,5,118,2,مائده
787,5,119,1,مائده
788,5,120,2,مائده
789,6,1,2,انعام
790,6,2,2,انعام
791,6,3,2,انعام
792,6,4,3,انعام
793,6,5,3,انعام
794,6,6,0,انعام
795,6,7,3,انعام
796,6,8,3,انعام
797,6,9,0,انعام
798,6,10,3,انعام
799,6,11,3,انعام
800,6,12,2,انعام
801,6,13,2,انعام
802,6,14,2,انعام
803,6,15,3,انعام
804,6,16,1,انعام
805,6,17,2,انعام
806,6,18,2,انعام
807,6,19,2,انعام
808,6,20,1,انعام
809,6,21,3,انعام
810,6,22,1,انعام
811,6,23,3,انعام
812,6,24,3,انعام
813,6,25,3,انعام
814,6,26,1,انعام
815,6,27,3,انعام
816,6,28,3,انعام
817,6,29,3,انعام
818,6,30,3,انعام
819,6,31,3,انعام
820,6,32,1,انعام
821,6,33,3,انعام
822,6,34,3,انعام
823,6,35,2,انعام
824,6,36,2,انعام
825,6,37,2,انعام
826,6,38,2,انعام
827,6,39,2,انعام
828,6,40,3,انعام
829,6,41,2,انعام
830,6,42,3,انعام
831,6,43,1,انعام
832,6,44,3,انعام
833,6,45,2,انعام
834,6,46,3,انعام
835,6,47,3,انعام
836,6,48,3,انعام
837,6,49,3,انعام
838,6,50,2,انعام
839,6,51,2,انعام
840,6,52,2,انعام
841,6,53,1,انعام
842,6,54,1,انعام
843,6,55,3,انعام
844,6,56,2,انعام
845,6,57,2,انعام
846,6,58,2,انعام
847,6,59,2,انعام
848,6,60,2,انعام
849,6,61,0,انعام
850,6,62,2,انعام
851,6,63,3,انعام
852,6,64,2,انعام
853,6,65,0,انعام
854,6,66,3,انعام
855,6,67,2,انعام
856,6,68,3,انعام
857,6,69,2,انعام
858,6,70,1,انعام
859,6,71,2,انعام
860,6,72,2,انعام
861,6,73,2,انعام
862,6,74,3,انعام
863,6,75,2,انعام
864,6,76,3,انعام
865,6,77,3,انعام
866,6,78,3,انعام
867,6,79,2,انعام
868,6,80,2,انعام
869,6,81,2,انعام
870,6,82,1,انعام
871,6,83,2,انعام
872,6,84,2,انعام
873,6,85,2,انعام
874,6,86,2,انعام
875,6,87,2,انعام
876,6,88,1,انعام
877,6,89,1,انعام
878,6,90,1,انعام
879,6,91,2,انعام
880,6,92,2,انعام
881,6,93,3,انعام
882,6,94,3,انعام
883,6,95,0,انعام
884,6,96,0,انعام
885,6,97,2,انعام
886,6,98,2,انعام
887,6,99,0,انعام
888,6,100,2,انعام
889,6,101,2,انعام
890,6,102,2,انعام
891,6,103,2,انعام
892,6,104,2,انعام
893,6,105,3,انعام
894,6,106,2,انعام
895,6,107,2,انعام
896,6,108,1,انعام
897,6,109,3,انعام
898,6,110,3,انعام
899,6,111,2,انعام
900,6,112,3,انعام
901,6,113,1,انعام
902,6,114,2,انعام
903,6,115,2,انعام
904,6,116,1,انعام
905,6,117,2,انعام
906,6,118,2,انعام
907,6,119,2,انعام
908,6,120,1,انعام
909,6,121,1,انعام
910,6,122,2,انعام
911,6,123,3,انعام
912,6,124,1,انعام
913,6,125,1,انعام
914,6,126,2,انعام
915,6,127,1,انعام
916,6,128,2,انعام
917,6,129,1,انعام
918,6,130,3,انعام
919,6,131,3,انعام
920,6,132,2,انعام
921,6,133,2,انعام
922,6,134,2,انعام
923,6,135,2,انعام
924,6,136,2,انعام
925,6,137,1,انعام
926,6,138,0,انعام
927,6,139,0,انعام
928,6,140,1,انعام
929,6,141,0,انعام
930,6,142,2,انعام
931,6,143,2,انعام
932,6,144,2,انعام
933,6,145,2,انعام
934,6,146,3,انعام
935,6,147,3,انعام
936,6,148,3,انعام
937,6,149,3,انعام
938,6,150,1,انعام
939,6,151,2,انعام
940,6,152,2,انعام
941,6,153,2,انعام
942,6,154,2,انعام
943,6,155,2,انعام
944,6,156,3,انعام
945,6,157,3,انعام
946,6,158,3,انعام
947,6,159,2,انعام
948,6,160,1,انعام
949,6,161,2,انعام
950,6,162,1,انعام
951,6,163,2,انعام
952,6,164,2,انعام
953,6,165,2,انعام
954,7,1,3,اعراف
955,7,2,2,اعراف
956,7,3,2,اعراف
957,7,4,3,اعراف
958,7,5,3,اعراف
959,7,6,3,اعراف
960,7,7,3,اعراف
961,7,8,1,اعراف
962,7,9,1,اعراف
963,7,10,0,اعراف
964,7,11,3,اعراف
965,7,12,2,اعراف
966,7,13,3,اعراف
967,7,14,3,اعراف
968,7,15,3,اعراف
969,7,16,3,اعراف
970,7,17,1,اعراف
971,7,18,3,اعراف
972,7,19,0,اعراف
973,7,20,3,اعراف
974,7,21,3,اعراف
975,7,22,3,اعراف
976,7,23,3,اعراف
977,7,24,2,اعراف
978,7,25,0,اعراف
979,7,26,0,اعراف
980,7,27,0,اعراف
981,7,28,1,اعراف
982,7,29,2,اعراف
983,7,30,3,اعراف
984,7,31,0,اعراف
985,7,32,1,اعراف
986,7,33,2,اعراف
987,7,34,2,اعراف
988,7,35,2,اعراف
989,7,36,1,اعراف
990,7,37,3,اعراف
991,7,38,3,اعراف
992,7,39,3,اعراف
993,7,40,1,اعراف
994,7,41,1,اعراف
995,7,42,1,اعراف
996,7,43,2,اعراف
997,7,44,1,اعراف
998,7,45,1,اعراف
999,7,46,1,اعراف
1000,7,47,3,اعراف
1001,7,48,3,اعراف
1002,7,49,1,اعراف
1003,7,50,1,اعراف
1004,7,51,1,اعراف
1005,7,52,3,اعراف
1006,7,53,3,اعراف
1007,7,54,2,اعراف
1008,7,55,2,اعراف
1009,7,56,2,اعراف
1010,7,57,0,اعراف
1011,7,58,2,اعراف
1012,7,59,3,اعراف
1013,7,60,3,اعراف
1014,7,61,3,اعراف
1015,7,62,2,اعراف
1016,7,63,3,اعراف
1017,7,64,3,اعراف
1018,7,65,3,اعراف
1019,7,66,3,اعراف
1020,7,67,3,اعراف
1021,7,68,2,اعراف
1022,7,69,2,اعراف
1023,7,70,3,اعراف
1024,7,71,2,اعراف
1025,7,72,3,اعراف
1026,7,73,3,اعراف
1027,7,74,0,اعراف
1028,7,75,3,اعراف
1029,7,76,3,اعراف
1030,7,77,3,اعراف
1031,7,78,3,اعراف
1032,7,79,3,اعراف
1033,7,80,3,اعراف
1034,7,81,3,اعراف
1035,7,82,3,اعراف
1036,7,83,3,اعراف
1037,7,84,3,اعراف
1038,7,85,2,اعراف
1039,7,86,2,اعراف
1040,7,87,2,اعراف
1041,7,88,3,اعراف
1042,7,89,2,اعراف
1043,7,90,3,اعراف
1044,7,91,3,اعراف
1045,7,92,3,اعراف
1046,7,93,3,اعراف
1047,7,94,3,اعراف
1048,7,95,3,اعراف
1049,7,96,3,اعراف
1050,7,97,3,اعراف
1051,7,98,3,اعراف
1052,7,99,3,اعراف
1053,7,100,3,اعراف
1054,7,101,3,اعراف
1055,7,102,3,اعراف
1056,7,103,3,اعراف
1057,7,104,3,اعراف
1058,7,105,2,اعراف
1059,7,106,3,اعراف
1060,7,107,3,اعراف
1061,7,108,0,اعراف
1062,7,109,3,اعراف
1063,7,110,2,اعراف
1064,7,111,3,اعراف
1065,7,112,2,اعراف
1066,7,113,3,اعراف
1067,7,114,1,اعراف
1068,7,115,3,اعراف
1069,7,116,3,اعراف
1070,7,117,3,اعراف
1071,7,118,1,اعراف
1072,7,119,3,اعراف
1073,7,120,3,اعراف
1074,7,121,3,اعراف
1075,7,122,3,اعراف
1076,7,123,3,اعراف
1077,7,124,1,اعراف
1078,7,125,3,اعراف
1079,7,126,3,اعراف
1080,7,127,3,اعراف
1081,7,128,2,اعراف
1082,7,129,3,اعراف
1083,7,130,3,اعراف
1084,7,131,3,اعراف
1085,7,132,3,اعراف
1086,7,133,3,اعراف
1087,7,134,3,اعراف
1088,7,135,3,اعراف
1089,7,136,3,اعراف
1090,7,137,3,اعراف
1091,7,138,3,اعراف
1092,7,139,1,اعراف
1093,7,140,2,اعراف
1094,7,141,3,اعراف
1095,7,142,3,اعراف
1096,7,143,3,اعراف
1097,7,144,3,اعراف
1098,7,145,2,اعراف
1099,7,146,2,اعراف
1100,7,147,1,اعراف
1101,7,148,2,اعراف
1102,7,149,3,اعراف
1103,7,150,3,اعراف
1104,7,151,2,اعراف
1105,7,152,1,اعراف
1106,7,153,1,اعراف
1107,7,154,3,اعراف
